
#######################################################################################
############# Everything until North Germanic is not yet Sorted!!! ####################
#######################################################################################

###########################################################
################ North Germanic ###########################
###########################################################

#######################################
############# Norse ###################
#######################################

king_female_romanian;Regina;;;;;;;;;;;;;x
title_prince_romanian;Print;;;;;;;;;;;;;x
title_prince_female_romanian;Printesa;;;;;;;;;;;;;x
duke_romanian;Domn;;;;;;;;;;;;;x
duke_female_romanian;Doamna;;;;;;;;;;;;;x
count_romanian;Boier;;;;;;;;;;;;;x
count_female_romanian;Stapâna;;;;;;;;;;;;;x
baron_romanian;Mosier;;;;;;;;;;;;;x
baron_female_romanian;Mosiereasa;;;;;;;;;;;;;x

job_chancellor_romanian;Logofat;;;;;;;;;;;;;x
job_marshal_romanian;Spatar;;;;;;;;;;;;;x
job_treasurer_romanian;Vistier;;;;;;;;;;;;;x
job_spymaster_romanian;Vornic;;;;;;;;;;;;;x
job_spiritual_romanian;Parinte;;;;;;;;;;;;;x

###########################################################
##################### Celtic ##############################
###########################################################
################# Celtic is everyone ######################

k_ireland;Éire;;;;;;;;;;;;;x
k_ireland_adj;Éireann;;;;;;;;;;;;;x
k_scotland;Alba;;;;;;;;;;;;;x
k_scotland_adj;Albann;;;;;;;;;;;;;x

emperor_celtic;Ard-Rí;;;;;;;;;;;;;x
king_celtic;Rí;;;;;;;;;;;;;x
king_female_celtic;Banríon;;;;;;;;;;;;;x
title_prince_celtic;Prionsa;;;;;;;;;;;;;x
title_prince_female_celtic;Banphrionsa;;;;;;;;;;;;;x
duke_celtic;Duw;;;;;;;;;;;;;x
count_celtic;Comhaireamh;;;;;;;;;;;;;x

tribal_count_celtic;Prif;;;;;;;;;;;;;x

job_chancellor_celtic;Castellan;;;;;;;;;;;;;x

king_irish;Rí;;;;;;;;;;;;;x
king_female_irish;Rígan;;;;;;;;;;;;;x
king_scottish;Rìgh;;;;;;;;;;;;;x
king_female_scottish;Rìghinn;;;;;;;;;;;;;x
king_breton;Ri;;;;;;;;;;;;;x
king_female_breton;Rouanez;;;;;;;;;;;;;x

###########################################################
##################### Pictish/Scottish ##############################
###########################################################
###########################################################

empire_pictish;Ìmpireachd;;;;;;;;;;;;;x
kingdom_pictish;Rìoghachd;;;;;;;;;;;;;x
duchy_pictish;Diùcachd;;;;;;;;;;;;;x
county_pictish;Siorramachd;;;;;;;;;;;;;x
barony_pictish;Barantachd;;;;;;;;;;;;;x

empire_of_pictish;Ìmpireachd;;;;;;;;;;;;;x
kingdom_of_pictish;Rìoghachd;;;;;;;;;;;;;x
duchy_of_pictish;Diùcachd;;;;;;;;;;;;;x
county_of_pictish;Siorramachd;;;;;;;;;;;;;x
barony_of_pictish;Barantachd;;;;;;;;;;;;;x

emperor_pictish;Ìmpire;;;;;;;;;;;;;x
emperor_female_pictish;Ban-ìmpire;;;;;;;;;;;;;x
king_pictish;Ri;;;;;;;;;;;;;x
king_female_pictish;Rigen;;;;;;;;;;;;;x
duke_pictish;Diùc;;;;;;;;;;;;;x
duke_female_pictish;Ban-diùc;;;;;;;;;;;;;x
count_pictish;Iarla;;;;;;;;;;;;;x
count_female_pictish;Ban-iarla;;;;;;;;;;;;;x
baron_pictish;Bharan;;;;;;;;;;;;;x
baron_female_pictish;Ban-bharan;;;;;;;;;;;;;x

job_chancellor_pictish;Seansalair;;;;;;;;;;;;;x
job_marshal_pictish;Marasgal;;;;;;;;;;;;;x
job_treasurer_pictish;Ionmhasair;;;;;;;;;;;;;x
job_spymaster_pictish;Maighstir Spy;;;;;;;;;;;;;x


empire_scottish;Ìmpireachd;;;;;;;;;;;;;x
kingdom_scottish;Rìoghachd;;;;;;;;;;;;;x
duchy_scottish;Diùcachd;;;;;;;;;;;;;x
county_scottish;Siorramachd;;;;;;;;;;;;;x
empire_of_scottish;Ìmpireachd;;;;;;;;;;;;;x
kingdom_of_scottish;Rìoghachd;;;;;;;;;;;;;x
duchy_of_scottish;Diùcachd;;;;;;;;;;;;;x
county_of_scottish;Siorramachd;;;;;;;;;;;;;x

emperor_scottish;Ìmpire;;;;;;;;;;;;;x
emperor_female_scottish;Ban-ìmpire;;;;;;;;;;;;;x
king_scottish;Rìgh;;;;;;;;;;;;;x
king_female_scottish;Rìghinn;;;;;;;;;;;;;x
duke_scottish;Diùc;;;;;;;;;;;;;x
duke_female_scottish;Ban-diùc;;;;;;;;;;;;;x
count_scottish;Iarla;;;;;;;;;;;;;x
count_female_scottish;Ban-iarla;;;;;;;;;;;;;x
baron_scottish;Bharan;;;;;;;;;;;;;x
baron_female_scottish;Ban-bharan;;;;;;;;;;;;;x

job_chancellor_scottish;Seansalair;;;;;;;;;;;;;x
job_marshal_scottish;Marasgal;;;;;;;;;;;;;x
job_treasurer_scottish;Ionmhasair;;;;;;;;;;;;;x
job_spymaster_scottish;Maighstir Spy;;;;;;;;;;;;;x

###########################################
############### Welsh #####################
###########################################

empire_of_welsh;Ymerodraeth;;;;;;;;;;;;;x
kingdom_of_welsh;Teyrnas;;;;;;;;;;;;;x
duchy_of_welsh;Ddugiaeth;;;;;;;;;;;;;x

emperor_welsh;Ymerawdwr;;;;;;;;;;;;;x
emperor_female_welsh;Ymerodres;;;;;;;;;;;;;x
king_welsh;Ri;;;;;;;;;;;;;x
king_female_welsh;Manon;;;;;;;;;;;;;x
title_prince_welsh;Tywysog;;;;;;;;;;;;;x
title_prince_female_welsh;Tywysoges;;;;;;;;;;;;;x
duke_welsh;Dug;;;;;;;;;;;;;x
duke_female_welsh;Duges;;;;;;;;;;;;;x
count_welsh;Hiarll;;;;;;;;;;;;;x
count_female_welsh;Hiarlles;;;;;;;;;;;;;x
baron_welsh;Barwn;;;;;;;;;;;;;x
baron_female_welsh;Barwnes;;;;;;;;;;;;;x

###########################################
############### Breton ####################
###########################################

emperor_breton;Impalaer;;;;;;;;;;;;;x
emperor_female_breton;Impalaer;;;;;;;;;;;;;x
king_breton;Roue;;;;;;;;;;;;;x
king_female_breton;Rouanez;;;;;;;;;;;;;x
duke_breton;Dug;;;;;;;;;;;;;x
duke_female_breton;Dugez;;;;;;;;;;;;;x
count_breton;Kont;;;;;;;;;;;;;x
count_female_breton;Kontez;;;;;;;;;;;;;x


###########################################################
################### Byzantine #############################
###########################################################
################ Byzantine is Greek #######################

e_byzantium;Basileía Rhomaíon;;;;;;;;;;;;;x
e_byzantium_adj;Rhomaíos;;;;;;;;;;;;;x
kingdom_greek;Despotaton;;;;;;;;;;;;;x

kingdom_of_byzantine;Despotate;;;;;;;;;;;;;x
duchy_of_byzantine;Thema;;;;;;;;;;;;;x
county_of_byzantine;Tourma;;;;;;;;;;;;;x
barony_of_byzantine;Bandon;;;;;;;;;;;;;x
city_barony_of_byzantine;Archonate;;;;;;;;;;;;;x

duchy_byzantine;Thema;;;;;;;;;;;;;x
county_byzantine;Tourma;;;;;;;;;;;;;x
barony_byzantine;Bandon;;;;;;;;;;;;;x

king_byzantine;Despotes;;;;;;;;;;;;;x
king_female_byzantine;Despotissa;;;;;;;;;;;;;x
title_prince_byzantine;Prínkipas;;;;;;;;;;;;;x
title_prince_female_byzantine;Prinkípissa;;;;;;;;;;;;;x
duke_byzantine;Doúx;;;;;;;;;;;;;x
duke_female_byzantine;Doúkissa;;;;;;;;;;;;;x
count_byzantine;Tourmarches;;;;;;;;;;;;;x
count_female_byzantine;Tourmarchissa;;;;;;;;;;;;;x
baron_byzantine;Kómes;;;;;;;;;;;;;x
baron_female_byzantine;Kómissa;;;;;;;;;;;;;x
city_baron_byzantine;Archon;;;;;;;;;;;;;x

city_count_byzantine;Megas Archon;;;;;;;;;;;;;x
city_county_byzantine;Metropolis;;;;;;;;;;;;;x
city_county_of_byzantine;Metropolis of;;;;;;;;;;;;;x

city_barony_byzantine;Polis;;;;;;;;;;;;;x
city_baron_byzantine;Archon;;;;;;;;;;;;;x
city_barony_of_byzantine;Polis of;;;;;;;;;;;;;x

k_orthodox;Oikoumenikos Patriarchia;;;;;;;;;;;;;x
ECUMENICAL_PATRIARCH_byzantine;Oikoumenikós Patriárches;;;;;;;;;;;;;x
PATRIARCH_IN_THE_EAST_byzantine;Anatole Patriárkhes;;;;;;;;;;;;;x
COPTIC_POPE_byzantine;Pappas Alexandreías;;;;;;;;;;;;;x
POPE_byzantine;Pappas;;;;;;;;;;;;;x

family_palace_baron_greek;Patríkios;;;;;;;;;;;;;x
title_despot;Despotes;;;;;;;;;;;;;x
title_caesar;Kaisar;;;;;;;;;;;;;x
RETTYPE_CUL_BYZ;Kataphraktoi;;;;;;;;;;;;;x;;

king_armenian;Ark'a;;;;;;;;;;;;;x
king_alan;Ark'a;;;;;;;;;;;;;x
king_georgian;Ark'a;;;;;;;;;;;;;x

###########################################
############### Gothic ####################
###########################################

empire_of_crimean_gothic;Rike;;;;;;;;;;;;;x
kingdom_of_crimean_gothic;Koningrike;;;;;;;;;;;;;x
duchy_of_crimean_gothic;Haritogdom;;;;;;;;;;;;;x
county_of_crimean_gothic;Gravskap;;;;;;;;;;;;;x

emperor_crimean_gothic;Kesar;;;;;;;;;;;;;x
emperor_female_crimean_gothic;Kesarini;;;;;;;;;;;;;x
king_crimean_gothic;Theudan;;;;;;;;;;;;;x
king_female_crimean_gothic;Theudano;;;;;;;;;;;;;x
title_prince_crimean_gothic;Frymist;;;;;;;;;;;;;x
title_prince_female_crimean_gothic;Frymisto;;;;;;;;;;;;;x
duke_crimean_gothic;Heritoga;;;;;;;;;;;;;x
duke_female_crimean_gothic;Heritogo;;;;;;;;;;;;;x
count_crimean_gothic;Grifja;;;;;;;;;;;;;x
count_female_crimean_gothic;Grifjo;;;;;;;;;;;;;x
baron_crimean_gothic;Thegan;;;;;;;;;;;;;x
baron_female_crimean_gothic;Thegno;;;;;;;;;;;;;x

vice_royalty_emperor_crimean_gothic;Minniskesar;;;;;;;;;;;;;x
vice_royalty_emperor_female_crimean_gothic;Minniskesarini;;;;;;;;;;;;;x
vice_royalty_king_crimean_gothic;Minnistheudan;;;;;;;;;;;;;x
vice_royalty_king_female_crimean_gothic;Minnistheudano;;;;;;;;;;;;;x
vice_royalty_duke_crimean_gothic;Minnisheritoga;;;;;;;;;;;;;x
vice_royalty_duke_female_crimean_gothic;Minnisheritogo;;;;;;;;;;;;;x

tribal_duke_crimean_gothic;Hoha Hovodling;;;;;;;;;;;;;x
tribal_duke_female_crimean_gothic;Hoh Hovodlingo;;;;;;;;;;;;;x
tribal_count_crimean_gothic;Hovodling;;;;;;;;;;;;;x
tribal_count_female_crimean_gothic;Hovodlingo;;;;;;;;;;;;;x

###########################################
############## Assyrian ###################
###########################################

emperor_assyrian;Šar Šarrani;;;;;;;;;;;;;x
king_assyrian;Malka;;;;;;;;;;;;;x
king_female_assyrian;Malkta;;;;;;;;;;;;;x
duke_assyrian;Ptahša;;;;;;;;;;;;;x
duke_female_assyrian;Ptahšta;;;;;;;;;;;;;x
count_assyrian;Amir;;;;;;;;;;;;;x
count_female_assyrian;Amira;;;;;;;;;;;;;x
baron_assyrian;Gelyar;;;;;;;;;;;;;x
baron_female_assyrian;Gelyara;;;;;;;;;;;;;x

vice_royalty_king_assyrian;Petšagar;;;;;;;;;;;;;x
vice_royalty_king_female_assyrian;Petšagara;;;;;;;;;;;;;x
vice_royalty_duke_assyrian;Padayata;;;;;;;;;;;;;x
vice_royalty_duke_female_assyrian;Padayata;;;;;;;;;;;;;x

PATRIARCH_IN_THE_EAST_assyrian;Patriarko d-Madenho;;;;;;;;;;;;;x


###########################################################
##################### Baltic ##############################
###########################################################
################# Baltic is Lithuanian ####################

k_lithuania;Latvija;;;;;;;;;;;;;x

kingdom_baltic;Karaliste;;;;;;;;;;;;;x
kingdom_of_baltic;Karaliste;;;;;;;;;;;;;x
duchy_of_baltic;Hercogiste;;;;;;;;;;;;;x
county_of_baltic;Grafiste;;;;;;;;;;;;;x
barony_of_baltic;Baronija;;;;;;;;;;;;;x
city_of_baltic;Pilseta;;;;;;;;;;;;;x

emperor_baltic;Imperators;;;;;;;;;;;;;x
emperor_female_baltic;Imperatore;;;;;;;;;;;;;x
king_baltic;Karalis;;;;;;;;;;;;;x
king_female_baltic;Keraliene;;;;;;;;;;;;;x
title_prince_baltic;Princis;;;;;;;;;;;;;x
title_prince_female_baltic;Princese;;;;;;;;;;;;;x
duke_baltic;Hercogs;;;;;;;;;;;;;x
duke_female_baltic;Hercogiene;;;;;;;;;;;;;x
count_baltic;Grafs;;;;;;;;;;;;;x
count_female_baltic;Grafiene;;;;;;;;;;;;;x
baron_baltic;Barons;;;;;;;;;;;;;x
baron__female_baltic;Baronese;;;;;;;;;;;;;x

city_baron_baltic;Mers;;;;;;;;;;;;;x

tribal_duke_baltic;Aukštasis Vyriausiasis;;;;;;;;;;;;;x
tribal_count_baltic;Vyriausiasis;;;;;;;;;;;;;x

job_chancellor_baltic;Kanclers;;;;;;;;;;;;;x
job_marshal_baltic;Maršals;;;;;;;;;;;;;x
job_treasurer_baltic;Parvaldnieks;;;;;;;;;;;;;x
job_spymaster_baltic;Spiegu Meistars;;;;;;;;;;;;;x

###########################################################
##################### Others ##############################
###########################################################

e_carpathia;Kárpátia;;;;;;;;;;;;;x

emperor_hungarian;Csaszar;;;;;;;;;;;;;x
grand_duke_hungarian;Nagyfejedelem;;;;;;;;;;;;;x
king_hungarian;Kiraly;;;;;;;;;;;;;x
duke_hungarian;Herceg;;;;;;;;;;;;;x
duke_female_hungarian;Hercegno;;;;;;;;;;;;;x
count_hungarian;Ispán;;;;;;;;;;;;;x
count_female_hungarian;Grófno;;;;;;;;;;;;;x

POPE_hungarian;Pápa;;;;;;;;;;;;;x

###########################################################
################## Mercenaries ############################
###########################################################

d_white_company;Compagnia Bianca del Falco;;;;;;;;;;;;;x
d_white_company_adj;Mercenary;;;;;;;;;;;;;x
d_great_company;Groß Truppe;;;;;;;;;;;;;x
d_great_company_adj;Mercenary;;;;;;;;;;;;;x
d_varangian_guard;Tágma ton Varángon;;;;;;;;;;;;;x
d_varangian_guard_adj;Varángon;;;;;;;;;;;;;x
d_knights_hospitaler;Fraternitas Hospitalaria;;;;;;;;;;;;;x
d_knights_hospitaler_adj;Hospitalaria;;;;;;;;;;;;;x
